cell	CL:0000000
CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792
CD4-positive, CD25-positive, alpha-beta regulatory T lymphocyte	CL:0000792
CD4-positive, CD25-positive, alpha-beta regulatory T-cell	CL:0000792
CD4-positive, CD25-positive, alpha-beta regulatory T-lymphocyte	CL:0000792
Th1, CD4+ Treg and CD8+ Tc cells	CL:0000792
regulatory CD4+ T cells	CL:0000792
CD4+ Treg	CL:0000792
CD4+ Tconv and Treg cells	CL:0000792
naive-like, activated, follicular helper, and regulatory CD4+ T cells	CL:0000792
CD4+ regulatory and follicular helper T cells	CL:0000792
CD4+CD25highFoxP3+ regulatory T cells	CL:0000792
CD4 regulatory T cell	CL:0000792
CD4-positive, alpha-beta intraepithelial T cell	CL:0000793
CD4-positive, alpha-beta intraepithelial T lymphocyte	CL:0000793
CD4-positive, alpha-beta intraepithelial T-cell	CL:0000793
CD4-positive, alpha-beta intraepithelial T-lymphocyte	CL:0000793
CD8-positive, alpha-beta cytotoxic T cell	CL:0000794
CD8-positive, alpha-beta cytotoxic T-cell	CL:0000794
CD8-positive, alpha-beta cytotoxic T lymphocyte	CL:0000794
CD8-positive, alpha-beta cytotoxic T-lymphocyte	CL:0000794
CTLs	CL:0000794
Cytotoxic CD8+ T cells	CL:0000794
CD8 Cytotoxic	CL:0000794
cytotoxic CD8+T cells	CL:0000794
CD8 T cytotoxic	CL:0000794
CD8+ CTL	CL:0000794
CD8 cytotoxic T cells	CL:0000794
CD8-positive, alpha-beta regulatory T cell	CL:0000795
CD8-positive, alpha-beta Treg	CL:0000795
CD8-positive, alpha-beta regulatory T-cell	CL:0000795
CD8+ Treg	CL:0000795
CD8-positive, alpha-beta regulatory T lymphocyte	CL:0000795
CD8-positive, alpha-beta regulatory T-lymphocyte	CL:0000795
CD8-positive T(reg)	CL:0000795
CD8+ regulatory T cell	CL:0000795
CD8+ T(reg)	CL:0000795
CD8-positive Treg	CL:0000795
CD8-alpha-beta-positive, alpha-beta intraepithelial T cell	CL:0000796
CD8-positive, alpha-beta intraepithelial T-lymphocyte	CL:0000796
CD8-positive, alpha-beta intraepithelial T-cell	CL:0000796
CD8-positive, alpha-beta intraepithelial T lymphocyte	CL:0000796
alpha-beta intraepithelial T cell	CL:0000797
alpha-beta intraepithelial T-cell	CL:0000797
alpha-beta intraepithelial T lymphocyte	CL:0000797
alpha-beta intraepithelial T-lymphocyte	CL:0000797
gamma-delta T cell	CL:0000798
gamma-delta T-cell	CL:0000798
gamma-delta T-lymphocyte	CL:0000798
gammadelta T cell	CL:0000798
gamma-delta T lymphocyte	CL:0000798
gamma delta T cells	CL:0000798
gammadelta T	CL:0000798
Gamma_ delta	CL:0000798
gamma delta (gammadelta) T cells	CL:0000798
gammadelta T cells	CL:0000798
CD8/gdT	CL:0000798
dermal gammadelta T (dTgammadelta) cells	CL:0000798
gammadelta T (gdT) cells	CL:0000798
T gamma delta cells	CL:0000798
gamma and delta T cells	CL:0000798
delta-gamma T (dgT) cells	CL:0000798
gamma delta T cell	CL:0000798
gamma-delta T (Tgd) cells	CL:0000798
gamma delta T (Tgd) cells	CL:0000798
gammadeltaT cells	CL:0000798
immature gamma-delta T cell	CL:0000799
immature gamma-delta T-cell	CL:0000799
immature gamma-delta T lymphocyte	CL:0000799
immature gamma-delta T-lymphocyte	CL:0000799
mature gamma-delta T cell	CL:0000800
mature gamma-delta T-lymphocyte	CL:0000800
mature gamma-delta T lymphocyte	CL:0000800
mature gamma-delta T-cell	CL:0000800
gamma-delta intraepithelial T cell	CL:0000801
gamma-delta intraepithelial T-lymphocyte	CL:0000801
gamma-delta intraepithelial T lymphocyte	CL:0000801
gamma-delta intraepithelial T-cell	CL:0000801
dermal gammadelta T cell	CL:0000801
dTgammadelta	CL:0000801
gammadelta IELs	CL:0000801
CD8-alpha alpha positive, gamma-delta intraepithelial T cell	CL:0000802
CD8-positive, gamma-delta intraepithelial T-lymphocyte	CL:0000802
CD8-positive, gamma-delta intraepithelial T-cell	CL:0000802
CD8-positive, gamma-delta intraepithelial T lymphocyte	CL:0000802
CD4-negative CD8-negative gamma-delta intraepithelial T cell	CL:0000803
CD4-positive, gamma-delta intraepithelial T lymphocyte	CL:0000803
CD4-positive, gamma-delta intraepithelial T-lymphocyte	CL:0000803
CD4-positive, gamma-delta intraepithelial T-cell	CL:0000803
immature single positive thymocyte	CL:0000805
T.ISP.th	CL:0000805
ISP	CL:0000805
immature single positive T cell	CL:0000805
immature single positive T lymphocyte	CL:0000805
immature single positive T-lymphocyte	CL:0000805
DN2 thymocyte	CL:0000806
preT.DN2.Th	CL:0000806
DN2 immature T cell	CL:0000806
TN2 cell	CL:0000806
DN2 alpha-beta immature T-lymphocyte	CL:0000806
DN2 alpha-beta immature T-cell	CL:0000806
double negative 2	CL:0000806
DN2 cell	CL:0000806
DN2 alpha-beta immature T lymphocyte	CL:0000806
TN2 thymocyte	CL:0000806
DN1 to 4	CL:0000806
DN2	CL:0000806
double negative T cells 2	CL:0000806
DN3 thymocyte	CL:0000807
preT.DN3.Th	CL:0000807
DN3 cell	CL:0000807
DN3 alpha-beta immature T-cell	CL:0000807
DN3 alpha-beta immature T-lymphocyte	CL:0000807
DN3 alpha-beta immature T lymphocyte	CL:0000807
TN3 thymocyte	CL:0000807
double negative 3	CL:0000807
DN3 immature T cell	CL:0000807
TN3 cell	CL:0000807
DN1 to 4	CL:0000807
DN3 cells	CL:0000807
DN4 thymocyte	CL:0000808
DN4 immature T cell	CL:0000808
DN4 immature T-cell	CL:0000808
T.DN4.th	CL:0000808
DN4 cell	CL:0000808
DN4 alpha-beta immature T lymphocyte	CL:0000808
DN4 alpha-beta immature T-lymphocyte	CL:0000808
double negative 4	CL:0000808
DN1 to 4	CL:0000808
double-positive, alpha-beta thymocyte	CL:0000809
DP cell	CL:0000809
DP thymocyte	CL:0000809
double-positive, alpha-beta immature T lymphocyte	CL:0000809
DP	CL:0000809
double positive thymocytes	CL:0000809
double positive (DP) cells	CL:0000809
DP cells	CL:0000809
DN and DP cell	CL:0000809
DP and abT stage T cells	CL:0000809
CD4-positive, alpha-beta thymocyte	CL:0000810
CD4-positive, alpha-beta immature T-lymphocyte	CL:0000810
SP CD4 cell	CL:0000810
CD4-positive, alpha-beta immature T lymphocyte	CL:0000810
CD4-positive, alpha-beta immature T-cell	CL:0000810
CD4 SP	CL:0000810
CD4 single positive thymocytes	CL:0000810
CD8-positive, alpha-beta thymocyte	CL:0000811
CD8-positive, alpha-beta immature T lymphocyte	CL:0000811
CD8-positive, alpha-beta immature T-lymphocyte	CL:0000811
CD8-positive, alpha-beta immature T-cell	CL:0000811
SP CD8 cell	CL:0000811
CD8 SP	CL:0000811
CD8 single positive thymocytes	CL:0000811
memory T cell	CL:0000813
memory T-cell	CL:0000813
memory T-lymphocyte	CL:0000813
memory T lymphocyte	CL:0000813
memory	CL:0000813
naive and memory T cells	CL:0000813
memory T cells	CL:0000813
memory and naive T cells	CL:0000813
naive, memory, regulatory, helper, and cytotoxic T cells	CL:0000813
Naive and memory cell	CL:0000813
memory T (TMEM-CD4/CD8) cells	CL:0000813
effector and memory T cell	CL:0000813
effector and memory T cells	CL:0000813
mature NK T cell	CL:0000814
mature natural killer T lymphocyte	CL:0000814
mature NK T-cell	CL:0000814
mature natural killer T-lymphocyte	CL:0000814
mature natural killer T-cell	CL:0000814
mature NK T-lymphocyte	CL:0000814
mature NK T lymphocyte	CL:0000814
mature NKT cell	CL:0000814
mature natural killer T cell	CL:0000814
NK-T cells	CL:0000814
Natural Killer T (NKT) Cell	CL:0000814
natural killer T (NKT) cells	CL:0000814
NKT cells	CL:0000814
NKT	CL:0000814
natural killer T cells	CL:0000814
killer TNK cells	CL:0000814
nature killer T cells	CL:0000814
NKT, proliferating CD8+ and CD4+, and CD8+ terminal effector T (TTE) cells	CL:0000814
CD8+ TTE, CD8+ TEM, MAIT and NK T cells	CL:0000814
Natural Killer (NK) T cells	CL:0000814
natural killer T cell	CL:0000814
NKT cell	CL:0000814
NK/T cells	CL:0000814
NK/NKT and CD4+ T cells	CL:0000814
natural killer (NK) and natural killer T (NKT) cells	CL:0000814
regulatory T cell	CL:0000815
regulatory T lymphocyte	CL:0000815
Treg	CL:0000815
regulatory T-lymphocyte	CL:0000815
regulatory T-cell	CL:0000815
T regulatory cells	CL:0000815
Tregs	CL:0000815
regulatory T-cells	CL:0000815
regulatory T cells	CL:0000815
immunosuppressive Tregs	CL:0000815
naive, memory, regulatory, helper, and cytotoxic T cells	CL:0000815
Regulatory T (Treg) Cell	CL:0000815
Tr	CL:0000815
Foxp3+CD25+ Treg cells	CL:0000815
Treg cells	CL:0000815
Th17/Treg cell	CL:0000815
T regulatory	CL:0000815
Treg cell	CL:0000815
T-reg cells	CL:0000815
T-reg	CL:0000815
Naive and regulatory T cells	CL:0000815
suppressor T cells	CL:0000815
regulatory T (Treg) cells	CL:0000815
CD25 and FOXP3 regulatory T cells	CL:0000815
immunosuppressive T-cells	CL:0000815
FOXP3 + regulatory T cells	CL:0000815
T, B, NK, and Treg lymphocyte	CL:0000815
immature B cell	CL:0000816
immature B-cell	CL:0000816
newly formed B cell	CL:0000816
immature B lymphocyte	CL:0000816
immature B-lymphocyte	CL:0000816
imB-cells	CL:0000816
immature B-cells	CL:0000816
immature B cells	CL:0000816
precursor B cell	CL:0000817
precursor B cells	CL:0000817
pre-B cells	CL:0000817
B cell precursors	CL:0000817
pro/pre-B	CL:0000817
pro-B and pre-B cells	CL:0000817
transitional stage B cell	CL:0000818
transitional stage B lymphocyte	CL:0000818
transitional stage B-lymphocyte	CL:0000818
transitional stage B-cell	CL:0000818
transitional B cell	CL:0000818
transitional B-cells	CL:0000818
TR B cells	CL:0000818
intermediate B cells	CL:0000818
transitional B cells	CL:0000818
B-1 B cell	CL:0000819
B-1 B lymphocyte	CL:0000819
B-1 B-cell	CL:0000819
B-1 B-lymphocyte	CL:0000819
B-1 cell	CL:0000819
B1 B lymphocyte	CL:0000819
B1 B-cell	CL:0000819
B1 B cell	CL:0000819
B1 B-lymphocyte	CL:0000819
B1 cell	CL:0000819
B1 and B2 B-cell	CL:0000819
B1 B-cells	CL:0000819
innate-like B-1 (B-1a and B-1b) and conventional B-2 cells	CL:0000819
B-1 B cells	CL:0000819
B-1 cells	CL:0000819
B-1 and B-2 B cells	CL:0000819
splenic innate B1 cell	CL:0000819
B1	CL:0000819
B1 B cells	CL:0000819
spleen B1 B cell	CL:0000819
IgM+ B1 B cells	CL:0000819
B-1a B cell	CL:0000820
B1a B lymphocyte	CL:0000820
CD5+ B1 cell	CL:0000820
CD5(+) B1 cell	CL:0000820
B-1a B lymphocyte	CL:0000820
B-1a B-cell	CL:0000820
B1a B-cell	CL:0000820
B1a B-lymphocyte	CL:0000820
B1a cell	CL:0000820
CD5-positive B1 cell	CL:0000820
B1a B cell	CL:0000820
B-1a B-lymphocyte	CL:0000820
B1a	CL:0000820
B1a cells	CL:0000820
innate-like B-1 (B-1a and B-1b) and conventional B-2 cells	CL:0000820
B-1a	CL:0000820
CD5+ B1 cells	CL:0000820
B1a and B2 B cells	CL:0000820
B	CL:0000820
B-1b B cell	CL:0000821
B-1b B lymphocyte	CL:0000821
B-1b B-cell	CL:0000821
B1b cell	CL:0000821
B-1b B-lymphocyte	CL:0000821
B1b B lymphocyte	CL:0000821
B1b B-cell	CL:0000821
B1b B-lymphocyte	CL:0000821
B1b B cell	CL:0000821
B1b B-cells	CL:0000821
B1b	CL:0000821
B1b cells	CL:0000821
innate-like B-1 (B-1a and B-1b) and conventional B-2 cells	CL:0000821
B-2 B cell	CL:0000822
B2 B-cell	CL:0000822
B2 B cell	CL:0000822
B-2 B lymphocyte	CL:0000822
B2 B-lymphocyte	CL:0000822
B2 cell	CL:0000822
B2 B lymphocyte	CL:0000822
B-2 B-lymphocyte	CL:0000822
B-2 B-cell	CL:0000822
B2 B-cells	CL:0000822
B1 and B2 B-cell	CL:0000822
B2	CL:0000822
B2 cells	CL:0000822
innate-like B-1 (B-1a and B-1b) and conventional B-2 cells	CL:0000822
B-2 lymphoid cells	CL:0000822
B-1 and B-2 B cells	CL:0000822
B2 spleen cell B cell	CL:0000822
B2-B cell	CL:0000822
B1a and B2 B cells	CL:0000822
B	CL:0000822
immature natural killer cell	CL:0000823
immature NK cell	CL:0000823
immature NK cells	CL:0000823
mature natural killer cell	CL:0000824
mature NK cell	CL:0000824
mNK	CL:0000824
mature NK cells	CL:0000824
pro-NK cell	CL:0000825
natural killer cell progenitor	CL:0000825
pro-natural killer cell	CL:0000825
NKP	CL:0000825
pro-B cell	CL:0000826
progenitor B-lymphocyte	CL:0000826
progenitor B lymphocyte	CL:0000826
pro-B-cell	CL:0000826
pro-B-lymphocyte	CL:0000826
progenitor B-cell	CL:0000826
progenitor B cell	CL:0000826
pro-B lymphocyte	CL:0000826
progenitor B cells	CL:0000826
pro-B cells	CL:0000826
pro/pre-B	CL:0000826
pro-B and pre-B cells	CL:0000826
BP	CL:0000826
B-cell progenitors	CL:0000826
pro-T cell	CL:0000827
progenitor T cell	CL:0000827
pro-T lymphocyte	CL:0000827
T progenitors	CL:0000827
T-progenitor cells	CL:0000827
pro-T cells	CL:0000827
thymic progenitor cell	CL:0000827
T-cell progenitors	CL:0000827
thromboblast	CL:0000828
basophilic myeloblast	CL:0000829
basophilic promyelocyte	CL:0000830
mast cell progenitor	CL:0000831
MCP	CL:0000831
eosinophilic myeloblast	CL:0000832
eosinophilic promyelocyte	CL:0000833
neutrophil progenitor cell	CL:0000834
myeloblast	CL:0000835
promyelocyte	CL:0000836
promyelocytes	CL:0000836
hematopoietic multipotent progenitor cell	CL:0000837
hemopoietic progenitor cell	CL:0000837
MPP	CL:0000837
HPSC	CL:0000837
HSPCs	CL:0000837
MPPs	CL:0000837
progenitors	CL:0000837
progenitor cells	CL:0000837
multipotent progenitors	CL:0000837
HSPC cell	CL:0000837
hematopoietic stem and progenitor cells	CL:0000837
HSPC	CL:0000837
multipotent progenitor cell	CL:0000837
hematopoietic stem and progenitor cell	CL:0000837
multipotent progenitor	CL:0000837
hematopoietic stem/progenitor cells	CL:0000837
hematopoietic and myeloid progenitors	CL:0000837
lymphoid lineage restricted progenitor cell	CL:0000838
precursor cells with lymphoid commitment	CL:0000838
multilymphoid progenitor cell	CL:0000838
myeloid lineage restricted progenitor cell	CL:0000839
megakaryocytic-erythroid or myeloid precursors	CL:0000839
immature conventional dendritic cell	CL:0000840
mature conventional dendritic cell	CL:0000841
mononuclear cell	CL:0000842
mononuclear leukocyte	CL:0000842
resident and infiltrating mononuclear cells	CL:0000842
mononuclear cells	CL:0000842
MNCs	CL:0000842
Mo	CL:0000842
follicular B cell	CL:0000843
Fo B cell	CL:0000843
follicular B-lymphocyte	CL:0000843
follicular B lymphocyte	CL:0000843
Fo B-cell	CL:0000843
follicular B-cell	CL:0000843
Follicular B-cells	CL:0000843
FO_B	CL:0000843
Follicular B cells	CL:0000843
T1, T2, and follicular B cells	CL:0000843
T1, T2, MZ and follicular B cells	CL:0000843
germinal center B cell	CL:0000844
germinal center B-lymphocyte	CL:0000844
GC B-lymphocyte	CL:0000844
GC B cell	CL:0000844
germinal center B lymphocyte	CL:0000844
germinal center B-cell	CL:0000844
GC B-cell	CL:0000844
GC B lymphocyte	CL:0000844
GC, memory and ASC	CL:0000844
GCBs	CL:0000844
germinal-centre B cells	CL:0000844
GC B cells	CL:0000844
germinal center B cells	CL:0000844
GCB	CL:0000844
GCB cells	CL:0000844
GC	CL:0000844
marginal zone B cell of spleen	CL:0000845
B cell of marginal zone of spleen	CL:0000845
marginal zone of spleen B cell	CL:0000845
sMZ B cells	CL:0000845
sMZ B-cell	CL:0000845
MZB	CL:0000845
T1, T2, MZ and follicular B cells	CL:0000845
MZ B cells	CL:0000845
vestibular dark cell	CL:0000846
ciliated olfactory receptor neuron	CL:0000847
ciliated olfactory sensory neuron	CL:0000847
ciliated sensory neuron	CL:0000847
microvillous olfactory receptor neuron	CL:0000848
microvillous olfactory sensory neuron	CL:0000848
crypt olfactory receptor neuron	CL:0000849
crypt sensory neuron	CL:0000849
crypt cell	CL:0000849
crypt olfactory sensory neuron	CL:0000849
serotonergic neuron	CL:0000850
5-hydroxytryptamine neuron	CL:0000850
5-HT neuron	CL:0000850
5-HT neurons	CL:0000850
serotonergic neurons	CL:0000850
serotonergic	CL:0000850
neuromast mantle cell	CL:0000851
neuromast supporting cell	CL:0000852
neuromast support cell	CL:0000852
olfactory epithelial supporting cell	CL:0000853
olfactory sustentacular cell	CL:0000853
supporting cell of olfactory epithelium	CL:0000853
olfactory epithelial support cell	CL:0000853
sustentaculocyte of olfactory epithelium	CL:0000853
interneuromast cell	CL:0000854
sensory hair cell	CL:0000855
neuromast hair cell	CL:0000856
slow muscle myoblast	CL:0000857
fast muscle myoblast	CL:0000858
classical monocyte	CL:0000860
inflammatory monocyte	CL:0000860
iMonocytes	CL:0000860
inflammatory monocytes	CL:0000860
classical monocytes	CL:0000860
CMCs	CL:0000860
BM-derived CX3CR1loLy6Chi cells	CL:0000860
Classical and intermediate monocytes	CL:0000860
CD44+ classical monocytes	CL:0000860
cMono	CL:0000860
elicited macrophage	CL:0000861
wandering histiocyte	CL:0000861
free macrophage	CL:0000861
RM	CL:0000861
suppressor macrophage	CL:0000862
inflammatory macrophage	CL:0000863
classically activated macrophage	CL:0000863
pro-inflammatory M1 macrophages	CL:0000863
M1 macrophages	CL:0000863
M0, 1.41 (+-0.20) for M1 and 1.69 (+-0.13) for M2 macrophages	CL:0000863
M1 and M2 Macrophages	CL:0000863
Inflammatory "M1" macrophage	CL:0000863
CD86+ macrophages	CL:0000863
M1-macrophage	CL:0000863
M1	CL:0000863
M2	CL:0000863
M1-macrophages	CL:0000863
Classically activated macrophages	CL:0000863
M1-macro	CL:0000863
M0 and M1 macrophages	CL:0000863
Activated macrophages	CL:0000863
macrophage M1	CL:0000863
tissue-resident macrophage	CL:0000864
fixed macrophage	CL:0000864
resting histiocyte	CL:0000864
TRM	CL:0000864
TRMs	CL:0000864
resident macrophages	CL:0000864
circulating and resident macrophages	CL:0000864
resident macrophage	CL:0000864
tissue-resident macrophages	CL:0000864
gastrointestinal tract (lamina propria) macrophage	CL:0000865
macrophage of gastrointestinal system (lamina propria)	CL:0000865
gastrointestinal system (lamina propria) macrophage	CL:0000865
macrophage of gastrointestinal tract (lamina propria)	CL:0000865
thymic macrophage	CL:0000866
secondary lymphoid organ macrophage	CL:0000867
lymph node macrophage	CL:0000868
MF.LN	CL:0000868
CD169+ macrophages	CL:0000868
tonsillar macrophage	CL:0000869
Peyer's patch macrophage	CL:0000870
splenic macrophage	CL:0000871
splenic marginal zone macrophage	CL:0000872
splenic metallophillic macrophage	CL:0000873
splenic red pulp macrophage	CL:0000874
Red pulp macrophages	CL:0000874
non-classical monocyte	CL:0000875
patrolling monocyte	CL:0000875
resident monocyte	CL:0000875
pMonocytes	CL:0000875
patrolling monocytes	CL:0000875
non-classical	CL:0000875
non-classic monocytes	CL:0000875
ncMono	CL:0000875
resident monocytes	CL:0000875
Ly6Clo monocytes	CL:0000875
ncMos	CL:0000875
non-classical monocytes	CL:0000875
non-classical MCs	CL:0000875
nMC	CL:0000875
splenic white pulp macrophage	CL:0000876
splenic tingible body macrophage	CL:0000877
central nervous system macrophage	CL:0000878
CNS macrophage	CL:0000878
meningeal macrophage	CL:0000879
subdural meningeal macrophage	CL:0000879
subdural leptomeningeal macrophage	CL:0000879
choroid plexus macrophage	CL:0000880
acpMacrophages	CL:0000880
adult choroid plexus macrophages	CL:0000880
perivascular macrophage	CL:0000881
pvMacrophages	CL:0000881
perivascular macrophages	CL:0000881
PVM	CL:0000881
thymic medullary macrophage	CL:0000882
thymic cortical macrophage	CL:0000883
mucosa-associated lymphoid tissue macrophage	CL:0000884
gut-associated lymphoid tissue macrophage	CL:0000885
nasal and broncial associated lymphoid tissue macrophage	CL:0000886
lymph node subcapsular sinus macrophage	CL:0000887
lymph node tingible body macrophage	CL:0000888
myeloid suppressor cell	CL:0000889
MDSC	CL:0000889
MDSCs	CL:0000889
myeloid-derived suppressor cells	CL:0000889
immunosuppressive myeloid cells	CL:0000889
Hepatic g-MDSC	CL:0000889
Tumor-Induced Myeloid-Derived Suppressor Cells	CL:0000889
myeloid-derived suppressor cell	CL:0000889
alternatively activated macrophage	CL:0000890
M2-TAMs	CL:0000890
M2	CL:0000890
M2 Macrophages	CL:0000890
M0, 1.41 (+-0.20) for M1 and 1.69 (+-0.13) for M2 macrophages	CL:0000890
M0 and M2 macrophages	CL:0000890
M1 and M2 Macrophages	CL:0000890
Reparative "M2" macrophage	CL:0000890
CD206+ macrophages	CL:0000890
M2-macrophage	CL:0000890
CD301b-/CD206+ macrophages	CL:0000890
M2-macrophages	CL:0000890
M2 macrophage	CL:0000890
Macrophages.M2	CL:0000890
Alternatively activated macrophages	CL:0000890
M2-macro	CL:0000890
macrophage M2	CL:0000890
alternative macrophage	CL:0000890
foam cell	CL:0000891
smooth muscle cell derived foam cell	CL:0000892
thymocyte	CL:0000893
thymic lymphocyte	CL:0000893
thymocytes	CL:0000893
immature thymocytes	CL:0000893
thymic T cell	CL:0000893
DN1 thymic pro-T cell	CL:0000894
DN1 thymic pro-T-lymphocyte	CL:0000894
DN1 thymic pro-T-cell	CL:0000894
preT.DN1.Th	CL:0000894
DN1 thymic pro-T lymphocyte	CL:0000894
double negative 1	CL:0000894
DN1 thymocyte	CL:0000894
DN1 thymic progenitor T cell	CL:0000894
DN1 thymocytes	CL:0000894
DN1 to 4	CL:0000894
DN1	CL:0000894
double negative T cells 1	CL:0000894
naive thymus-derived CD4-positive, alpha-beta T cell	CL:0000895
naive thymus-derived CD4-positive, alpha-beta T-cell	CL:0000895
